id,title,fancy_title,slug,posts_count,reply_count,highest_post_number,image_url,created_at,last_posted_at,bumped,bumped_at,archetype,unseen,pinned,unpinned,excerpt,visible,closed,archived,bookmarked,liked,views,like_count,has_summary,last_poster_username,category_id,pinned_globally,featured_link,has_accepted_answer,posters
57360,About the quantization category,About the quantization category,about-the-quantization-category,1,0,1,,2019-10-02T21:54:28.644Z,,True,2019-10-02T21:55:42.335Z,regular,False,True,,"This category is for questions, discussion and issues related to PyTorch’s quantization feature. 
For more information, see: https://github.com/pytorch/pytorch/issues/18318",True,False,False,,,318,0,False,smth,17,False,,False,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 1, 'primary_group_id': None}]"
96590,Is there a way to quantize conv_transpose2d layer?,Is there a way to quantize conv_transpose2d layer?,is-there-a-way-to-quantize-conv-transpose2d-layer,6,4,6,,2020-09-17T07:32:45.932Z,2020-09-27T08:54:52.428Z,True,2020-09-27T08:54:52.428Z,regular,False,False,,,True,False,False,,,97,1,False,ruka,17,False,,False,"[{'extras': 'latest', 'description': 'Original Poster, Most Recent Poster', 'user_id': 36788, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 31938, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 18122, 'primary_group_id': None}]"
95589,Is there any way I could get bit value of my weight,Is there any way I could get bit value of my weight,is-there-any-way-i-could-get-bit-value-of-my-weight,3,1,3,,2020-09-08T17:50:00.181Z,2020-09-26T07:53:35.115Z,True,2020-09-26T07:53:35.115Z,regular,False,False,,,True,False,False,,,50,0,False,111179,17,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 36450, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 24320, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 24032, 'primary_group_id': None}]"
97459,Best practice or suggestion for QAT?,Best practice or suggestion for QAT?,best-practice-or-suggestion-for-qat,3,1,3,,2020-09-25T07:39:51.315Z,2020-09-26T01:54:45.478Z,True,2020-09-26T01:54:45.478Z,regular,False,False,,,True,False,False,,,35,0,False,eleflea,17,False,,False,"[{'extras': 'latest', 'description': 'Original Poster, Most Recent Poster', 'user_id': 29060, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 31938, 'primary_group_id': None}]"
97177,PyTorch quantization resnet50 model,PyTorch quantization resnet50 model,pytorch-quantization-resnet50-model,4,1,4,,2020-09-22T22:03:30.509Z,2020-09-24T17:16:16.762Z,True,2020-09-24T17:16:16.762Z,regular,False,False,,,True,False,False,,,48,0,False,samhithaaaa,17,False,,False,"[{'extras': 'latest', 'description': 'Original Poster, Most Recent Poster', 'user_id': 36728, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 31938, 'primary_group_id': None}]"
97325,How to extract the quantized weight of quantized NN model,How to extract the quantized weight of quantized NN model,how-to-extract-the-quantized-weight-of-quantized-nn-model,2,0,2,,2020-09-24T04:29:46.744Z,2020-09-24T15:53:28.405Z,True,2020-09-24T15:53:28.405Z,regular,False,False,,,True,False,False,,,26,0,False,Vasiliy_Kuznetsov,17,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 24032, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 31938, 'primary_group_id': None}]"
97368,How pytorch simulates bias during quantization aware training,How pytorch simulates bias during quantization aware training,how-pytorch-simulates-bias-during-quantization-aware-training,1,0,1,,2020-09-24T12:57:47.119Z,2020-09-24T12:57:47.215Z,True,2020-09-24T12:57:47.215Z,regular,False,False,,,True,False,False,,,24,0,False,Jonson,17,False,,False,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 8928, 'primary_group_id': None}]"
97016,Qnnpack vs. fbgemm,Qnnpack vs. fbgemm,qnnpack-vs-fbgemm,5,3,6,,2020-09-21T15:07:04.265Z,2020-09-23T16:00:19.337Z,True,2020-09-23T16:00:19.337Z,regular,False,False,,,True,False,False,,,84,0,False,Vasiliy_Kuznetsov,17,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 35961, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 31938, 'primary_group_id': None}]"
97170,PyTorch Quantization,PyTorch Quantization,pytorch-quantization,1,0,1,,2020-09-22T20:58:17.189Z,2020-09-22T20:58:17.279Z,True,2020-09-22T20:58:17.279Z,regular,False,False,,,True,False,False,,,25,0,False,samhithaaaa,17,False,,False,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 36728, 'primary_group_id': None}]"
96488,How does pytorch determine which backend a function supports,How does pytorch determine which backend a function supports,how-does-pytorch-determine-which-backend-a-function-supports,3,1,3,,2020-09-16T11:31:08.960Z,2020-09-21T22:43:40.809Z,True,2020-09-21T22:43:40.809Z,regular,False,False,,,True,False,False,,,50,0,False,Ofir_Zafrir,17,False,,False,"[{'extras': 'latest', 'description': 'Original Poster, Most Recent Poster', 'user_id': 36754, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 616, 'primary_group_id': None}]"
85902,"How to avoid Quantization warning: ""Must run observer before calling calculate_qparams.""?",How to avoid Quantization warning: &ldquo;Must run observer before calling calculate_qparams.&rdquo;?,how-to-avoid-quantization-warning-must-run-observer-before-calling-calculate-qparams,8,5,8,,2020-06-18T10:56:23.331Z,2020-09-21T19:42:25.982Z,True,2020-09-21T19:42:25.982Z,regular,False,False,,,True,False,False,,,333,3,False,Ashar_Ali,17,False,,True,"[{'extras': None, 'description': 'Original Poster', 'user_id': 32246, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 33196, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 24320, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 31330, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 36943, 'primary_group_id': None}]"
82405,Am I correct in concluding that resnet that comes with pytorch can't be quantized by pytorch?,Am I correct in concluding that resnet that comes with pytorch can&rsquo;t be quantized by pytorch?,am-i-correct-in-concluding-that-resnet-that-comes-with-pytorch-cant-be-quantized-by-pytorch,7,2,8,,2020-05-22T01:00:41.404Z,2020-09-18T17:02:01.652Z,True,2020-09-18T17:02:01.652Z,regular,False,False,,,True,False,False,,,308,0,False,Vasiliy_Kuznetsov,17,False,,True,"[{'extras': None, 'description': 'Original Poster', 'user_id': 30735, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 24320, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 36728, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 32757, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 31938, 'primary_group_id': None}]"
96553,"torch.nn.MaxPool2d does not need ""input"" argument run but quantized function torch.nn.quantized.functional.max_pool2d must have it",torch.nn.MaxPool2d does not need &ldquo;input&rdquo; argument run but quantized function torch.nn.quantized.functional.max_pool2d must have it,torch-nn-maxpool2d-does-not-need-input-argument-run-but-quantized-function-torch-nn-quantized-functional-max-pool2d-must-have-it,2,0,2,,2020-09-16T21:30:31.619Z,2020-09-18T14:11:01.631Z,True,2020-09-18T14:11:01.631Z,regular,False,False,,,True,False,False,,,37,0,False,parth15041995,17,False,,True,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 34592, 'primary_group_id': None}]"
91555,The results of torch.profiler() and time.time() do not match,The results of torch.profiler() and time.time() do not match,the-results-of-torch-profiler-and-time-time-do-not-match,8,6,8,https://discuss.pytorch.org/uploads/default/optimized/3X/4/0/40a4db2e2ec2e62afd8f78374c15f66b637dab22_2_1024x86.png,2020-08-04T03:40:26.989Z,2020-09-18T03:45:08.002Z,True,2020-09-18T03:45:08.002Z,regular,False,False,,,True,False,False,,,118,3,False,dujiangsu,17,False,,False,"[{'extras': 'latest', 'description': 'Original Poster, Most Recent Poster', 'user_id': 30681, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 21770, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 3534, 'primary_group_id': None}]"
96496,"Why program exit after the backward funtion ,please help","Why program exit after the backward funtion ,please help",why-program-exit-after-the-backward-funtion-please-help,2,0,2,https://discuss.pytorch.org/uploads/default/optimized/3X/c/3/c3d9b63d76ab248b6f14d3f75b004751d833fad2_2_1024x393.png,2020-09-16T12:11:21.651Z,2020-09-16T12:22:58.674Z,True,2020-09-16T12:22:58.674Z,regular,False,False,,,True,False,False,,,24,0,False,Disp41r_QAQ,17,False,,False,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 36758, 'primary_group_id': None}]"
96260,Bfloat16 + transformers,Bfloat16 + transformers,bfloat16-transformers,1,0,1,,2020-09-14T19:03:35.209Z,2020-09-14T19:03:35.287Z,True,2020-09-15T04:11:44.885Z,regular,False,False,,,True,False,False,,,68,0,False,Sam_Shleifer,17,False,,False,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 27445, 'primary_group_id': None}]"
