id,title,fancy_title,slug,posts_count,reply_count,highest_post_number,image_url,created_at,last_posted_at,bumped,bumped_at,archetype,unseen,pinned,unpinned,excerpt,visible,closed,archived,bookmarked,liked,views,like_count,has_summary,last_poster_username,category_id,pinned_globally,featured_link,has_accepted_answer,posters
14960,About the audio category,About the audio category,about-the-audio-category,3,1,3,,2018-03-15T12:35:52.055Z,2020-07-17T23:16:37.905Z,True,2020-07-17T23:16:37.905Z,regular,False,True,,,True,False,False,,,492,0,False,vincentqb,9,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 2, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 6897, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 19851, 'primary_group_id': None}]"
97566,CUDA out of memory when training audio RNN (GRU),CUDA out of memory when training audio RNN (GRU),cuda-out-of-memory-when-training-audio-rnn-gru,1,0,1,,2020-09-26T11:52:48.287Z,2020-09-26T11:52:48.428Z,True,2020-09-26T11:52:48.428Z,regular,False,False,,,True,False,False,,,17,0,False,glefundes,9,False,,False,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 20849, 'primary_group_id': None}]"
97369,torchaudio.transforms.Spectrogram,torchaudio.transforms.Spectrogram,torchaudio-transforms-spectrogram,5,2,5,https://discuss.pytorch.org/uploads/default/optimized/3X/4/b/4b4ceb478bb352bd217683eaa5ad2a8ccdad42b2_2_1024x438.png,2020-09-24T13:02:37.683Z,2020-09-25T02:34:58.623Z,True,2020-09-25T02:34:58.623Z,regular,False,False,,,True,False,False,,,29,0,False,Elahe_Rahimian,9,False,,False,"[{'extras': 'latest', 'description': 'Original Poster, Most Recent Poster', 'user_id': 34737, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 616, 'primary_group_id': None}]"
97259,Mel Spectrogram in torchaudio backprop,Mel Spectrogram in torchaudio backprop,mel-spectrogram-in-torchaudio-backprop,3,1,3,,2020-09-23T13:34:46.973Z,2020-09-23T16:30:09.486Z,True,2020-09-23T16:30:09.486Z,regular,False,False,,,True,False,False,,,26,0,False,Mahmoud_Abdelkhalek,9,False,,True,"[{'extras': 'latest', 'description': 'Original Poster, Most Recent Poster', 'user_id': 29915, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 616, 'primary_group_id': None}]"
75086,PyAudio tutorials,PyAudio tutorials,pyaudio-tutorials,4,2,4,,2020-04-02T08:54:32.224Z,2020-09-22T19:10:14.905Z,True,2020-09-22T19:10:14.905Z,regular,False,False,,,True,False,False,,,154,2,False,Steve_B,9,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 29418, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 3534, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 36708, 'primary_group_id': None}]"
96772,How much work should your dataset class do for you?,How much work should your dataset class do for you?,how-much-work-should-your-dataset-class-do-for-you,3,0,3,,2020-09-18T19:37:31.852Z,2020-09-18T22:33:52.851Z,True,2020-09-18T22:33:52.851Z,regular,False,False,,,True,False,False,,,30,1,False,JuanFMontesinos,9,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 33191, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 14991, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 9081, 'primary_group_id': None}]"
18512,Installing torchaudio on google colab,Installing torchaudio on google colab,installing-torchaudio-on-google-colab,6,2,6,,2018-05-22T14:01:56.400Z,2020-09-17T17:28:00.944Z,True,2020-09-17T17:28:00.944Z,regular,False,False,,,True,False,False,,,2340,4,False,PalaashAgrawal,9,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 7743, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 77, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 20742, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 36809, 'primary_group_id': None}]"
96533,Using torch.stft / torch.istft on PackedSequence data,Using torch.stft / torch.istft on PackedSequence data,using-torch-stft-torch-istft-on-packedsequence-data,1,0,1,,2020-09-16T17:06:01.568Z,2020-09-16T17:06:01.640Z,True,2020-09-16T17:07:27.640Z,regular,False,False,,,True,False,False,,,23,0,False,actuallyaswin,9,False,,False,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 24327, 'primary_group_id': None}]"
95685,Sound event detection model not learning,Sound event detection model not learning,sound-event-detection-model-not-learning,6,4,6,,2020-09-09T15:11:25.233Z,2020-09-14T08:42:14.713Z,True,2020-09-14T08:42:14.713Z,regular,False,False,,,True,False,False,,,52,0,False,Henry_Chibueze,9,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 36486, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 33986, 'primary_group_id': None}]"
82445,Using pytorch vggish for audio classification tasks,Using pytorch vggish for audio classification tasks,using-pytorch-vggish-for-audio-classification-tasks,6,4,7,,2020-05-22T08:05:23.532Z,2020-09-12T04:10:48.843Z,True,2020-09-12T04:10:48.843Z,regular,False,False,,,True,False,False,,,357,1,False,kepler62f,9,False,,False,"[{'extras': 'latest', 'description': 'Original Poster, Most Recent Poster', 'user_id': 32022, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 3534, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 15192, 'primary_group_id': None}]"
